video_name,batch,num_valid_ratings,rating_1,rating_2,rating_3,rating_4,rating_5,rating_6,rating_7,rating_8,rating_9,rating_10,rating_11,rating_12,rating_13,rating_14,rating_15,rating_16,rating_17,rating_18,rating_19,rating_20,rating_21,rating_22,rating_23,rating_24,rating_25,rating_26,rating_27,rating_28,rating_29,rating_30,rating_31,rating_32,rating_33,rating_34,rating_35,rating_36,rating_37,rating_38,rating_39,rating_40,rating_41,rating_42,rating_43,rating_44,rating_45,rating_46,rating_47,rating_48,rating_49,rating_50,rating_51,rating_52,rating_53,rating_54,rating_55,rating_56,rating_57,rating_58,rating_59,rating_60,rating_61
amt_gaming_vqa_dataset/uZ5ql6qCs7c_WorldofTanks_0-04_720p_1300k_av1,D,29,60.0,61.0,67.0,73.0,64.0,54.0,66.0,82.0,51.0,61.0,76.0,0.0,36.0,27.0,57.0,97.0,67.0,71.0,85.0,43.0,20.0,67.0,67.0,62.0,89.0,60.0,70.0,84.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/uZ5ql6qCs7c_WorldofTanks_0-04_720p_1500k_hevc_nvenc,D,29,50.0,63.0,76.0,48.0,82.0,50.0,31.0,41.0,30.0,62.0,62.0,50.0,68.0,63.0,43.0,97.0,42.0,59.0,78.0,54.0,32.0,58.0,83.0,46.0,91.0,74.0,49.0,68.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/uZ5ql6qCs7c_WorldofTanks_0-04_720p_2500k_h264_nvenc,D,28,40.0,24.0,57.0,53.0,69.0,50.0,44.0,59.0,28.0,41.0,70.0,50.0,58.0,35.0,83.0,81.0,55.0,45.0,74.0,42.0,30.0,61.0,50.0,95.0,87.0,51.0,72.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/uZ5ql6qCs7c_WorldofTanks_0-04_720p_3000k_av1,D,29,50.0,60.0,48.0,48.0,69.0,59.0,38.0,86.0,50.0,62.0,65.0,59.0,69.0,59.0,60.0,78.0,52.0,72.0,35.0,74.0,58.0,81.0,87.0,58.0,56.0,72.0,77.0,85.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/uZ5ql6qCs7c_WorldofTanks_0-04_720p_3500k_hevc_nvenc,D,29,51.0,71.0,89.0,45.0,77.0,64.0,41.0,68.0,51.0,56.0,97.0,50.0,59.0,27.0,50.0,82.0,56.0,77.0,57.0,54.0,36.0,73.0,64.0,53.0,67.0,68.0,80.0,73.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/uZ5ql6qCs7c_WorldofTanks_0-04_720p_5000k_h264_nvenc,D,28,50.0,44.0,57.0,68.0,60.0,59.0,45.0,69.0,48.0,54.0,90.0,30.0,59.0,27.0,73.0,61.0,92.0,44.0,43.0,25.0,71.0,94.0,52.0,86.0,87.0,79.0,80.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/uZ5ql6qCs7c_WorldofTanks_0-04_720p_500k_av1,D,29,38.0,61.0,66.0,49.0,45.0,35.0,12.0,36.0,41.0,35.0,41.0,9.0,56.0,13.0,70.0,69.0,61.0,50.0,17.0,20.0,17.0,20.0,48.0,51.0,53.0,31.0,26.0,24.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/uZ5ql6qCs7c_WorldofTanks_0-04_720p_600k_hevc_nvenc,D,29,40.0,8.0,47.0,54.0,14.0,4.0,0.0,0.0,50.0,4.0,0.0,30.0,31.0,8.0,31.0,55.0,21.0,32.0,18.0,29.0,3.0,18.0,27.0,40.0,31.0,31.0,31.0,12.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/u_ctFy_mVr0_GuildWars_16-15,D,40,53.0,89.0,28.0,37.0,3.0,69.0,29.0,0.0,50.0,10.0,44.0,20.0,19.0,30.0,69.0,29.0,48.0,77.0,45.0,21.0,31.0,45.0,45.0,69.0,28.0,36.0,46.0,32.0,33.0,85.0,38.0,64.0,36.0,41.0,73.0,25.0,28.0,29.0,90.0,92.0,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/u_ctFy_mVr0_GuildWars_16-15_1080p_10000k_h264_nvenc,D,42,51.0,87.0,50.0,47.0,82.0,42.0,81.0,19.0,40.0,40.0,51.0,20.0,33.0,34.0,69.0,0.0,32.0,96.0,16.0,37.0,30.0,44.0,47.0,50.0,21.0,52.0,50.0,29.0,76.0,54.0,31.0,60.0,50.0,50.0,66.0,50.0,43.0,27.0,37.0,24.0,78.0,65.0,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/u_ctFy_mVr0_GuildWars_16-15_1080p_1500k_av1,D,43,65.0,78.0,49.0,43.0,71.0,54.0,72.0,80.0,13.0,37.0,7.0,31.0,24.0,19.0,36.0,31.0,8.0,59.0,64.0,19.0,12.0,41.0,32.0,85.0,41.0,23.0,28.0,47.0,21.0,65.0,36.0,35.0,32.0,16.0,40.0,29.0,68.0,22.0,31.0,29.0,63.0,45.0,36.0,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/u_ctFy_mVr0_GuildWars_16-15_1080p_2000k_hevc_nvenc,D,43,51.0,60.0,50.0,37.0,1.0,57.0,69.0,57.0,0.0,54.0,11.0,9.0,31.0,45.0,22.0,60.0,30.0,22.0,50.0,27.0,20.0,29.0,39.0,52.0,43.0,32.0,63.0,31.0,17.0,66.0,36.0,29.0,41.0,20.0,42.0,58.0,59.0,0.0,14.0,43.0,27.0,44.0,44.0,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/u_ctFy_mVr0_GuildWars_16-15_1080p_2300k_h264_nvenc,D,43,43.0,85.0,35.0,55.0,87.0,49.0,70.0,74.0,0.0,39.0,0.0,0.0,8.0,17.0,22.0,50.0,9.0,85.0,16.0,7.0,22.0,29.0,43.0,33.0,39.0,26.0,34.0,31.0,9.0,62.0,14.0,14.0,21.0,17.0,41.0,43.0,41.0,19.0,23.0,35.0,42.0,36.0,22.0,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/u_ctFy_mVr0_GuildWars_16-15_1080p_5000k_av1,D,43,50.0,87.0,50.0,45.0,93.0,87.0,72.0,82.0,32.0,31.0,26.0,7.0,36.0,37.0,35.0,69.0,50.0,65.0,48.0,40.0,29.0,8.0,48.0,69.0,29.0,33.0,63.0,51.0,40.0,59.0,87.0,34.0,45.0,63.0,41.0,42.0,68.0,41.0,19.0,67.0,40.0,84.0,63.0,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/u_ctFy_mVr0_GuildWars_16-15_1080p_500k_av1,D,43,23.0,50.0,29.0,24.0,41.0,22.0,64.0,44.0,0.0,0.0,0.0,0.0,36.0,12.0,36.0,22.0,0.0,0.0,42.0,21.0,8.0,0.0,39.0,46.0,32.0,17.0,32.0,40.0,10.0,0.0,11.0,29.0,32.0,25.0,42.0,0.0,36.0,8.0,10.0,4.0,43.0,20.0,8.0,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/u_ctFy_mVr0_GuildWars_16-15_1080p_5300k_h264_nvenc,D,43,48.0,93.0,59.0,48.0,77.0,72.0,87.0,88.0,13.0,59.0,15.0,50.0,20.0,34.0,28.0,69.0,28.0,69.0,59.0,22.0,27.0,29.0,36.0,83.0,21.0,22.0,41.0,46.0,20.0,59.0,44.0,32.0,57.0,50.0,59.0,53.0,45.0,28.0,33.0,70.0,77.0,70.0,55.0,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/u_ctFy_mVr0_GuildWars_16-15_1080p_6000k_hevc_nvenc,D,43,47.0,88.0,8.0,41.0,51.0,70.0,78.0,86.0,28.0,58.0,43.0,49.0,79.0,47.0,36.0,50.0,50.0,74.0,50.0,21.0,44.0,51.0,43.0,67.0,41.0,36.0,55.0,68.0,12.0,84.0,38.0,39.0,40.0,24.0,41.0,50.0,71.0,51.0,35.0,65.0,65.0,69.0,69.0,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/u_ctFy_mVr0_GuildWars_16-15_1080p_800k_hevc_nvenc,D,42,36.0,55.0,29.0,39.0,30.0,40.0,59.0,44.0,19.0,12.0,0.0,1.0,20.0,17.0,25.0,36.0,29.0,9.0,0.0,14.0,13.0,7.0,32.0,64.0,14.0,29.0,23.0,14.0,0.0,45.0,28.0,31.0,22.0,4.0,6.0,13.0,0.0,23.0,0.0,42.0,4.0,27.0,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/ucNHzV2XrCE_FallGuys_1-55,D,35,87.0,60.0,70.0,88.0,49.0,41.0,76.0,33.0,30.0,81.0,72.0,63.0,37.0,58.0,92.0,79.0,84.0,39.0,63.0,80.0,57.0,26.0,55.0,36.0,52.0,33.0,86.0,79.0,87.0,46.0,60.0,27.0,59.0,33.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/ucNHzV2XrCE_FallGuys_1-55_720p_1000k_h264_nvenc,D,35,63.0,12.0,28.0,66.0,53.0,31.0,15.0,0.0,17.0,17.0,30.0,17.0,12.0,29.0,21.0,23.0,74.0,38.0,22.0,51.0,44.0,18.0,46.0,40.0,7.0,10.0,39.0,33.0,17.0,43.0,12.0,17.0,21.0,53.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/ucNHzV2XrCE_FallGuys_1-55_720p_1300k_av1,D,35,73.0,70.0,51.0,67.0,48.0,56.0,64.0,37.0,35.0,75.0,18.0,65.0,59.0,71.0,70.0,72.0,81.0,48.0,81.0,93.0,78.0,24.0,73.0,79.0,57.0,84.0,90.0,78.0,59.0,66.0,79.0,40.0,95.0,50.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/ucNHzV2XrCE_FallGuys_1-55_720p_1500k_hevc_nvenc,D,35,78.0,54.0,79.0,71.0,49.0,31.0,45.0,40.0,28.0,44.0,69.0,33.0,34.0,71.0,88.0,73.0,80.0,47.0,77.0,90.0,50.0,34.0,81.0,44.0,56.0,77.0,70.0,83.0,64.0,64.0,67.0,56.0,73.0,84.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/ucNHzV2XrCE_FallGuys_1-55_720p_2500k_h264_nvenc,D,34,87.0,65.0,77.0,69.0,53.0,45.0,64.0,31.0,46.0,72.0,65.0,58.0,35.0,71.0,95.0,92.0,97.0,43.0,45.0,63.0,12.0,72.0,67.0,59.0,63.0,83.0,72.0,75.0,67.0,79.0,50.0,94.0,50.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/ucNHzV2XrCE_FallGuys_1-55_720p_3000k_av1,D,35,60.0,53.0,50.0,67.0,55.0,41.0,71.0,27.0,58.0,65.0,77.0,77.0,70.0,71.0,80.0,100.0,88.0,46.0,20.0,100.0,92.0,25.0,69.0,50.0,73.0,37.0,94.0,81.0,59.0,40.0,25.0,41.0,94.0,59.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/ucNHzV2XrCE_FallGuys_1-55_720p_3500k_hevc_nvenc,D,35,51.0,50.0,89.0,88.0,53.0,41.0,44.0,20.0,40.0,64.0,63.0,77.0,68.0,71.0,76.0,100.0,75.0,45.0,77.0,100.0,83.0,25.0,57.0,56.0,30.0,72.0,99.0,74.0,64.0,70.0,12.0,24.0,71.0,51.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/ucNHzV2XrCE_FallGuys_1-55_720p_5000k_h264_nvenc,D,35,87.0,84.0,84.0,78.0,49.0,41.0,45.0,11.0,49.0,78.0,64.0,71.0,55.0,71.0,76.0,75.0,97.0,45.0,53.0,89.0,79.0,29.0,77.0,56.0,72.0,73.0,90.0,77.0,57.0,65.0,71.0,41.0,66.0,33.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/ucNHzV2XrCE_FallGuys_1-55_720p_500k_av1,D,35,69.0,31.0,41.0,60.0,54.0,46.0,44.0,0.0,30.0,27.0,46.0,28.0,54.0,72.0,45.0,71.0,82.0,39.0,28.0,81.0,72.0,18.0,44.0,61.0,31.0,32.0,76.0,73.0,43.0,39.0,17.0,29.0,60.0,30.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/ucNHzV2XrCE_FallGuys_1-55_720p_600k_hevc_nvenc,D,35,63.0,22.0,78.0,71.0,48.0,23.0,14.0,0.0,31.0,32.0,16.0,11.0,14.0,28.0,35.0,61.0,81.0,37.0,8.0,63.0,31.0,14.0,32.0,48.0,2.0,17.0,36.0,18.0,37.0,46.0,16.0,17.0,28.0,2.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/uk8v5bD0x5M_CallofDutyMobile_0-26,D,27,35.0,45.0,37.0,58.0,74.0,50.0,37.0,78.0,28.0,39.0,50.0,42.0,81.0,70.0,71.0,39.0,45.0,68.0,45.0,27.0,65.0,83.0,30.0,53.0,64.0,30.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/uk8v5bD0x5M_CallofDutyMobile_0-26_480p_1000k_av1,D,29,50.0,38.0,53.0,82.0,58.0,50.0,22.0,40.0,28.0,34.0,49.0,29.0,28.0,36.0,57.0,81.0,28.0,45.0,50.0,30.0,51.0,66.0,74.0,44.0,60.0,59.0,15.0,49.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/uk8v5bD0x5M_CallofDutyMobile_0-26_480p_1000k_h264_nvenc,D,29,59.0,41.0,36.0,50.0,21.0,30.0,21.0,50.0,31.0,27.0,30.0,30.0,28.0,57.0,38.0,69.0,25.0,47.0,21.0,30.0,14.0,15.0,49.0,55.0,65.0,63.0,16.0,61.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/uk8v5bD0x5M_CallofDutyMobile_0-26_480p_800k_hevc_nvenc,D,28,51.0,50.0,54.0,68.0,50.0,44.0,0.0,64.0,28.0,40.0,67.0,9.0,31.0,18.0,50.0,86.0,27.0,61.0,50.0,26.0,59.0,67.0,66.0,46.0,52.0,91.0,30.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/urp4-MUYmSw_IceAgeVillage_4-51,G,33,58.0,29.0,22.0,32.0,1.0,27.0,20.0,21.0,43.0,24.0,44.0,55.0,34.0,42.0,50.0,47.0,41.0,18.0,48.0,52.0,93.0,47.0,88.0,30.0,26.0,17.0,46.0,35.0,18.0,37.0,54.0,42.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/v86eGfgYN4g_WarRobots_2-05,F,36,81.0,87.0,50.0,70.0,92.0,8.0,81.0,74.0,78.0,70.0,79.0,82.0,50.0,91.0,87.0,57.0,97.0,38.0,51.0,71.0,69.0,49.0,54.0,38.0,76.0,80.0,93.0,55.0,45.0,84.0,69.0,56.0,69.0,38.0,80.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/v86eGfgYN4g_WarRobots_2-05_1080p_10000k_h264_nvenc,F,37,90.0,87.0,50.0,84.0,50.0,94.0,60.0,73.0,72.0,71.0,89.0,78.0,49.0,100.0,67.0,63.0,97.0,39.0,50.0,87.0,92.0,48.0,71.0,95.0,32.0,73.0,88.0,94.0,69.0,50.0,92.0,85.0,56.0,70.0,61.0,84.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/v86eGfgYN4g_WarRobots_2-05_1080p_1500k_av1,F,38,78.0,58.0,50.0,80.0,87.0,93.0,65.0,68.0,79.0,50.0,81.0,69.0,31.0,75.0,56.0,72.0,81.0,71.0,26.0,53.0,87.0,92.0,48.0,74.0,71.0,54.0,69.0,59.0,86.0,60.0,43.0,33.0,70.0,46.0,57.0,65.0,62.0,83.0,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/v86eGfgYN4g_WarRobots_2-05_1080p_2000k_hevc_nvenc,F,38,64.0,83.0,50.0,84.0,100.0,92.0,54.0,74.0,74.0,71.0,77.0,69.0,31.0,96.0,86.0,59.0,74.0,78.0,22.0,63.0,78.0,88.0,49.0,50.0,94.0,76.0,62.0,60.0,70.0,57.0,77.0,89.0,83.0,55.0,59.0,64.0,82.0,54.0,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/v86eGfgYN4g_WarRobots_2-05_1080p_2300k_h264_nvenc,F,38,72.0,72.0,71.0,76.0,87.0,95.0,63.0,72.0,49.0,60.0,86.0,78.0,31.0,100.0,77.0,58.0,36.0,97.0,21.0,44.0,59.0,59.0,39.0,33.0,53.0,7.0,21.0,86.0,75.0,69.0,60.0,71.0,71.0,54.0,68.0,37.0,78.0,71.0,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/v86eGfgYN4g_WarRobots_2-05_1080p_5000k_av1,F,38,78.0,84.0,50.0,83.0,87.0,92.0,63.0,72.0,51.0,71.0,80.0,78.0,30.0,100.0,76.0,68.0,82.0,97.0,39.0,58.0,74.0,70.0,49.0,83.0,67.0,55.0,59.0,86.0,100.0,74.0,79.0,41.0,86.0,48.0,65.0,63.0,87.0,59.0,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/v86eGfgYN4g_WarRobots_2-05_1080p_500k_av1,F,38,89.0,78.0,50.0,76.0,55.0,93.0,58.0,51.0,44.0,29.0,80.0,31.0,31.0,67.0,79.0,44.0,54.0,97.0,19.0,32.0,50.0,58.0,23.0,27.0,68.0,30.0,22.0,69.0,90.0,39.0,22.0,4.0,74.0,30.0,31.0,44.0,59.0,90.0,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/v86eGfgYN4g_WarRobots_2-05_1080p_5300k_h264_nvenc,F,37,72.0,87.0,71.0,97.0,93.0,94.0,78.0,72.0,68.0,80.0,69.0,29.0,73.0,92.0,72.0,78.0,73.0,44.0,56.0,77.0,87.0,49.0,92.0,67.0,52.0,73.0,65.0,84.0,76.0,66.0,72.0,79.0,49.0,51.0,48.0,84.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/v86eGfgYN4g_WarRobots_2-05_1080p_6000k_hevc_nvenc,F,38,89.0,69.0,50.0,90.0,64.0,93.0,61.0,71.0,72.0,70.0,87.0,78.0,32.0,93.0,100.0,76.0,77.0,97.0,37.0,55.0,80.0,89.0,87.0,73.0,69.0,39.0,71.0,71.0,67.0,59.0,38.0,60.0,79.0,46.0,68.0,76.0,85.0,71.0,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/v86eGfgYN4g_WarRobots_2-05_1080p_800k_hevc_nvenc,F,38,70.0,57.0,50.0,56.0,69.0,94.0,45.0,58.0,41.0,29.0,78.0,50.0,24.0,74.0,92.0,59.0,46.0,97.0,17.0,25.0,37.0,87.0,26.0,81.0,76.0,12.0,30.0,78.0,69.0,79.0,28.0,29.0,78.0,54.0,37.0,44.0,74.0,28.0,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/vDfiI5gXNSY_Rust_1-35-47,J,35,57.0,38.0,29.0,33.0,12.0,49.0,40.0,89.0,8.0,40.0,24.0,60.0,40.0,59.0,29.0,87.0,29.0,69.0,21.0,50.0,31.0,93.0,74.0,35.0,52.0,32.0,30.0,64.0,13.0,66.0,46.0,30.0,70.0,27.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/vDfiI5gXNSY_Rust_1-35-47_720p_1000k_h264_nvenc,J,37,8.0,0.0,6.0,28.0,4.0,35.0,16.0,22.0,65.0,6.0,19.0,2.0,50.0,17.0,41.0,29.0,50.0,36.0,19.0,29.0,21.0,55.0,19.0,16.0,44.0,16.0,0.0,22.0,28.0,18.0,5.0,9.0,36.0,31.0,37.0,9.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/vDfiI5gXNSY_Rust_1-35-47_720p_1300k_av1,J,37,19.0,27.0,29.0,30.0,34.0,42.0,37.0,36.0,68.0,16.0,35.0,17.0,31.0,37.0,51.0,30.0,63.0,50.0,77.0,43.0,35.0,50.0,11.0,36.0,59.0,22.0,67.0,36.0,25.0,32.0,27.0,46.0,68.0,38.0,64.0,19.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/vDfiI5gXNSY_Rust_1-35-47_720p_1500k_hevc_nvenc,J,37,8.0,18.0,27.0,32.0,11.0,35.0,15.0,29.0,50.0,11.0,22.0,40.0,41.0,36.0,61.0,25.0,59.0,50.0,42.0,52.0,32.0,54.0,16.0,57.0,67.0,14.0,39.0,21.0,45.0,23.0,27.0,40.0,70.0,56.0,78.0,35.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/vDfiI5gXNSY_Rust_1-35-47_720p_2500k_h264_nvenc,J,37,22.0,12.0,28.0,31.0,29.0,44.0,39.0,31.0,46.0,28.0,39.0,31.0,59.0,29.0,49.0,31.0,87.0,73.0,10.0,49.0,31.0,50.0,13.0,17.0,60.0,34.0,49.0,35.0,27.0,15.0,41.0,40.0,56.0,25.0,74.0,47.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/vDfiI5gXNSY_Rust_1-35-47_720p_3000k_av1,J,37,32.0,16.0,54.0,30.0,21.0,49.0,20.0,41.0,57.0,38.0,34.0,23.0,36.0,30.0,41.0,30.0,89.0,64.0,58.0,59.0,41.0,66.0,50.0,47.0,50.0,26.0,51.0,29.0,27.0,36.0,46.0,46.0,64.0,34.0,41.0,30.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/vDfiI5gXNSY_Rust_1-35-47_720p_3500k_hevc_nvenc,J,36,18.0,34.0,47.0,33.0,69.0,45.0,29.0,65.0,18.0,11.0,35.0,41.0,38.0,46.0,24.0,93.0,59.0,13.0,48.0,33.0,57.0,29.0,43.0,48.0,33.0,68.0,35.0,27.0,45.0,30.0,31.0,65.0,30.0,45.0,49.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/vDfiI5gXNSY_Rust_1-35-47_720p_5000k_h264_nvenc,J,37,31.0,15.0,30.0,38.0,47.0,41.0,37.0,41.0,50.0,9.0,42.0,26.0,50.0,45.0,40.0,29.0,87.0,72.0,75.0,55.0,32.0,59.0,37.0,36.0,50.0,45.0,66.0,35.0,26.0,65.0,31.0,60.0,26.0,29.0,71.0,32.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/vDfiI5gXNSY_Rust_1-35-47_720p_500k_av1,J,37,31.0,0.0,27.0,29.0,18.0,27.0,17.0,12.0,42.0,8.0,12.0,6.0,31.0,39.0,42.0,33.0,22.0,63.0,74.0,22.0,16.0,23.0,9.0,31.0,79.0,29.0,7.0,35.0,9.0,0.0,30.0,30.0,49.0,28.0,41.0,0.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/vDfiI5gXNSY_Rust_1-35-47_720p_600k_hevc_nvenc,J,37,45.0,3.0,28.0,30.0,40.0,34.0,9.0,22.0,32.0,28.0,21.0,2.0,31.0,39.0,50.0,28.0,50.0,45.0,14.0,19.0,37.0,50.0,41.0,8.0,60.0,35.0,58.0,8.0,27.0,0.0,9.0,31.0,19.0,31.0,48.0,31.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/vFgHHcjlsa4_HalfLife2_22-39,F,37,65.0,78.0,74.0,77.0,0.0,88.0,54.0,63.0,55.0,71.0,76.0,51.0,61.0,57.0,91.0,68.0,72.0,59.0,52.0,68.0,92.0,92.0,77.0,59.0,69.0,60.0,77.0,73.0,78.0,79.0,69.0,67.0,72.0,87.0,56.0,91.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/vFgHHcjlsa4_HalfLife2_22-39_1080p_10000k_h264_nvenc,F,39,64.0,59.0,86.0,93.0,66.0,87.0,93.0,79.0,76.0,52.0,41.0,74.0,72.0,82.0,67.0,70.0,81.0,67.0,50.0,44.0,61.0,54.0,96.0,69.0,96.0,59.0,22.0,65.0,82.0,56.0,58.0,85.0,78.0,52.0,70.0,58.0,50.0,98.0,78.0,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/vFgHHcjlsa4_HalfLife2_22-39_1080p_1500k_av1,F,43,74.0,78.0,70.0,81.0,73.0,92.0,82.0,60.0,91.0,69.0,23.0,51.0,70.0,65.0,74.0,69.0,63.0,68.0,91.0,71.0,76.0,60.0,63.0,68.0,90.0,72.0,70.0,58.0,63.0,63.0,69.0,78.0,25.0,66.0,42.0,71.0,55.0,68.0,70.0,67.0,62.0,56.0,83.0,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/vFgHHcjlsa4_HalfLife2_22-39_1080p_2000k_hevc_nvenc,F,42,69.0,70.0,69.0,93.0,71.0,92.0,72.0,55.0,92.0,76.0,76.0,45.0,68.0,73.0,69.0,73.0,40.0,72.0,64.0,75.0,59.0,64.0,78.0,93.0,94.0,54.0,65.0,31.0,61.0,65.0,79.0,55.0,69.0,48.0,73.0,69.0,40.0,65.0,78.0,39.0,92.0,73.0,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/vFgHHcjlsa4_HalfLife2_22-39_1080p_2300k_h264_nvenc,F,41,72.0,40.0,56.0,93.0,47.0,90.0,72.0,87.0,91.0,67.0,85.0,56.0,71.0,64.0,51.0,70.0,65.0,32.0,72.0,58.0,67.0,59.0,44.0,44.0,95.0,77.0,58.0,67.0,73.0,51.0,25.0,44.0,47.0,61.0,50.0,62.0,29.0,72.0,49.0,50.0,73.0,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/vFgHHcjlsa4_HalfLife2_22-39_1080p_5000k_av1,F,42,61.0,78.0,64.0,90.0,77.0,87.0,76.0,87.0,29.0,86.0,51.0,50.0,71.0,70.0,63.0,65.0,50.0,74.0,67.0,78.0,72.0,46.0,63.0,94.0,90.0,67.0,68.0,83.0,74.0,87.0,65.0,80.0,94.0,50.0,51.0,66.0,70.0,82.0,63.0,51.0,92.0,75.0,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/vFgHHcjlsa4_HalfLife2_22-39_1080p_500k_av1,F,43,58.0,49.0,79.0,85.0,58.0,90.0,88.0,76.0,91.0,72.0,64.0,37.0,60.0,59.0,52.0,82.0,52.0,47.0,90.0,57.0,72.0,29.0,49.0,68.0,96.0,65.0,85.0,54.0,68.0,68.0,53.0,66.0,29.0,60.0,30.0,71.0,32.0,49.0,23.0,83.0,53.0,50.0,64.0,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/vFgHHcjlsa4_HalfLife2_22-39_1080p_5300k_h264_nvenc,F,42,69.0,70.0,77.0,90.0,57.0,93.0,85.0,87.0,71.0,72.0,78.0,61.0,71.0,76.0,51.0,88.0,81.0,81.0,51.0,69.0,68.0,42.0,46.0,81.0,95.0,52.0,92.0,53.0,70.0,63.0,50.0,74.0,73.0,63.0,65.0,71.0,78.0,67.0,83.0,52.0,87.0,79.0,,,,,,,,,,,,,,,,,,,
