video_name,most_common_clarity,most_common_artifacts,most_common_immersion,highly_clear_count,moderately_clear_count,minimally_clear_count,no_artifacts_count,minor_artifacts_count,severe_artifacts_count,high_immersion_count,moderate_immersion_count,low_immersion_count,batch
amt_gaming_vqa_dataset/u_ctFy_mVr0_GuildWars_16-15_1080p_1500k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,19,22,3,15,25,4,15,24,D
amt_gaming_vqa_dataset/u_ctFy_mVr0_GuildWars_16-15_1080p_2000k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Low level of immersion,0,22,21,1,22,20,2,20,21,D
amt_gaming_vqa_dataset/u_ctFy_mVr0_GuildWars_16-15_1080p_2300k_h264_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,11,29,4,12,27,6,12,25,D
amt_gaming_vqa_dataset/u_ctFy_mVr0_GuildWars_16-15_1080p_5000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,7,22,14,9,17,17,9,18,16,D
amt_gaming_vqa_dataset/u_ctFy_mVr0_GuildWars_16-15_1080p_500k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,0,5,38,1,5,37,2,5,36,D
amt_gaming_vqa_dataset/u_ctFy_mVr0_GuildWars_16-15_1080p_5300k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,9,18,16,8,19,16,9,19,15,D
amt_gaming_vqa_dataset/u_ctFy_mVr0_GuildWars_16-15_1080p_6000k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,9,23,11,8,24,11,8,23,12,D
amt_gaming_vqa_dataset/u_ctFy_mVr0_GuildWars_16-15_1080p_800k_hevc_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,0,8,34,1,7,34,1,8,33,D
amt_gaming_vqa_dataset/ucNHzV2XrCE_FallGuys_1-55,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,13,16,6,11,15,9,10,19,6,D
amt_gaming_vqa_dataset/ucNHzV2XrCE_FallGuys_1-55_720p_1000k_h264_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,4,7,24,1,11,23,0,10,25,D
amt_gaming_vqa_dataset/ucNHzV2XrCE_FallGuys_1-55_720p_1300k_av1,Highly Clear,No visible artifacts,High level of immersion,19,11,5,17,13,5,20,11,4,D
amt_gaming_vqa_dataset/ucNHzV2XrCE_FallGuys_1-55_720p_1500k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,12,19,4,11,19,5,14,16,5,D
amt_gaming_vqa_dataset/ucNHzV2XrCE_FallGuys_1-55_720p_2500k_h264_nvenc,Highly Clear,No visible artifacts,High level of immersion,16,15,3,15,15,4,17,13,4,D
amt_gaming_vqa_dataset/ucNHzV2XrCE_FallGuys_1-55_720p_3000k_av1,Highly Clear,No visible artifacts,High level of immersion,18,11,6,16,13,6,17,12,6,D
amt_gaming_vqa_dataset/ucNHzV2XrCE_FallGuys_1-55_720p_3500k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,15,16,4,13,16,6,15,17,3,D
amt_gaming_vqa_dataset/ucNHzV2XrCE_FallGuys_1-55_720p_5000k_h264_nvenc,Highly Clear,No visible artifacts,High level of immersion,18,15,2,16,16,3,18,15,2,D
amt_gaming_vqa_dataset/ucNHzV2XrCE_FallGuys_1-55_720p_500k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,7,17,11,5,17,13,6,17,12,D
amt_gaming_vqa_dataset/ucNHzV2XrCE_FallGuys_1-55_720p_600k_hevc_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,7,25,1,9,25,1,11,23,D
amt_gaming_vqa_dataset/uk8v5bD0x5M_CallofDutyMobile_0-26,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,7,15,5,5,16,6,7,13,7,D
amt_gaming_vqa_dataset/uk8v5bD0x5M_CallofDutyMobile_0-26_480p_1000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,3,17,9,2,18,9,4,16,9,D
amt_gaming_vqa_dataset/uk8v5bD0x5M_CallofDutyMobile_0-26_480p_1000k_h264_nvenc,Minimally Clear,Minor Artifacts Present,Low level of immersion,2,13,14,0,15,14,2,12,15,D
amt_gaming_vqa_dataset/uk8v5bD0x5M_CallofDutyMobile_0-26_480p_800k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,4,15,9,3,15,10,3,16,9,D
amt_gaming_vqa_dataset/urp4-MUYmSw_IceAgeVillage_4-51,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,12,19,3,13,17,2,13,18,G
amt_gaming_vqa_dataset/v86eGfgYN4g_WarRobots_2-05,Highly Clear,No visible artifacts,High level of immersion,25,11,0,21,13,2,23,11,2,F
amt_gaming_vqa_dataset/v86eGfgYN4g_WarRobots_2-05_1080p_10000k_h264_nvenc,Highly Clear,No visible artifacts,High level of immersion,25,11,1,24,11,2,24,12,1,F
amt_gaming_vqa_dataset/v86eGfgYN4g_WarRobots_2-05_1080p_1500k_av1,Moderately Clear,No visible artifacts,High level of immersion,18,19,1,18,18,2,18,18,2,F
amt_gaming_vqa_dataset/v86eGfgYN4g_WarRobots_2-05_1080p_2000k_hevc_nvenc,Highly Clear,No visible artifacts,High level of immersion,24,13,1,22,15,1,22,14,2,F
amt_gaming_vqa_dataset/v86eGfgYN4g_WarRobots_2-05_1080p_2300k_h264_nvenc,Highly Clear,No visible artifacts,High level of immersion,17,15,6,17,14,7,20,11,7,F
amt_gaming_vqa_dataset/v86eGfgYN4g_WarRobots_2-05_1080p_5000k_av1,Highly Clear,No visible artifacts,High level of immersion,25,13,0,24,13,1,24,13,1,F
amt_gaming_vqa_dataset/v86eGfgYN4g_WarRobots_2-05_1080p_500k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,12,15,11,9,18,11,11,14,13,F
amt_gaming_vqa_dataset/v86eGfgYN4g_WarRobots_2-05_1080p_5300k_h264_nvenc,Highly Clear,No visible artifacts,High level of immersion,21,16,0,23,12,2,23,12,2,F
amt_gaming_vqa_dataset/v86eGfgYN4g_WarRobots_2-05_1080p_6000k_hevc_nvenc,Highly Clear,No visible artifacts,High level of immersion,26,12,0,25,13,0,25,12,1,F
amt_gaming_vqa_dataset/v86eGfgYN4g_WarRobots_2-05_1080p_800k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,High level of immersion,14,18,6,14,17,7,16,15,7,F
amt_gaming_vqa_dataset/vDfiI5gXNSY_Rust_1-35-47,Minimally Clear,Minor Artifacts Present,Low level of immersion,6,13,16,6,15,14,5,14,16,J
amt_gaming_vqa_dataset/vDfiI5gXNSY_Rust_1-35-47_720p_1000k_h264_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,0,8,29,3,6,28,1,6,30,J
amt_gaming_vqa_dataset/vDfiI5gXNSY_Rust_1-35-47_720p_1300k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,12,23,3,15,19,1,15,21,J
amt_gaming_vqa_dataset/vDfiI5gXNSY_Rust_1-35-47_720p_1500k_hevc_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,15,20,4,13,20,3,14,20,J
amt_gaming_vqa_dataset/vDfiI5gXNSY_Rust_1-35-47_720p_2500k_h264_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,13,21,3,15,19,2,15,20,J
amt_gaming_vqa_dataset/vDfiI5gXNSY_Rust_1-35-47_720p_3000k_av1,Minimally Clear,Minor Artifacts Present,Low level of immersion,4,14,19,3,19,15,3,15,19,J
amt_gaming_vqa_dataset/vDfiI5gXNSY_Rust_1-35-47_720p_3500k_hevc_nvenc,Minimally Clear,Minor Artifacts Present,Low level of immersion,3,16,17,4,17,15,4,14,18,J
amt_gaming_vqa_dataset/vDfiI5gXNSY_Rust_1-35-47_720p_5000k_h264_nvenc,Moderately Clear,Severe Artifacts Present,Low level of immersion,4,17,16,4,16,17,4,15,18,J
amt_gaming_vqa_dataset/vDfiI5gXNSY_Rust_1-35-47_720p_500k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,0,10,27,3,8,26,1,9,27,J
amt_gaming_vqa_dataset/vDfiI5gXNSY_Rust_1-35-47_720p_600k_hevc_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,0,11,26,2,11,24,1,8,28,J
amt_gaming_vqa_dataset/vFgHHcjlsa4_HalfLife2_22-39,Highly Clear,No visible artifacts,High level of immersion,22,15,0,20,15,2,21,15,1,F
amt_gaming_vqa_dataset/vFgHHcjlsa4_HalfLife2_22-39_1080p_10000k_h264_nvenc,Moderately Clear,No visible artifacts,High level of immersion,19,19,1,21,16,2,21,18,0,F
amt_gaming_vqa_dataset/vFgHHcjlsa4_HalfLife2_22-39_1080p_1500k_av1,Highly Clear,Minor Artifacts Present,High level of immersion,22,18,3,20,21,2,25,15,3,F
amt_gaming_vqa_dataset/vFgHHcjlsa4_HalfLife2_22-39_1080p_2000k_hevc_nvenc,Highly Clear,No visible artifacts,Moderate level of immersion,22,19,1,20,20,2,21,21,0,F
amt_gaming_vqa_dataset/vFgHHcjlsa4_HalfLife2_22-39_1080p_2300k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,16,22,3,14,22,5,17,20,4,F
amt_gaming_vqa_dataset/vFgHHcjlsa4_HalfLife2_22-39_1080p_5000k_av1,Highly Clear,No visible artifacts,High level of immersion,25,14,3,23,18,1,25,14,3,F
amt_gaming_vqa_dataset/vFgHHcjlsa4_HalfLife2_22-39_1080p_500k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,18,21,4,15,22,6,16,23,4,F
amt_gaming_vqa_dataset/vFgHHcjlsa4_HalfLife2_22-39_1080p_5300k_h264_nvenc,Highly Clear,No visible artifacts,High level of immersion,25,16,1,24,18,0,26,15,1,F
amt_gaming_vqa_dataset/vFgHHcjlsa4_HalfLife2_22-39_1080p_6000k_hevc_nvenc,Highly Clear,No visible artifacts,High level of immersion,26,14,3,24,17,2,27,14,2,F
amt_gaming_vqa_dataset/vFgHHcjlsa4_HalfLife2_22-39_1080p_800k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,11,25,7,10,22,11,10,23,10,F
amt_gaming_vqa_dataset/vNGNQoNZ1vQ_HalfLife2_4-26,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,8,32,1,10,31,3,8,31,D
amt_gaming_vqa_dataset/vNGNQoNZ1vQ_HalfLife2_4-26_480p_1000k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,0,16,27,1,14,28,2,12,29,D
amt_gaming_vqa_dataset/vNGNQoNZ1vQ_HalfLife2_4-26_480p_1000k_h264_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,0,13,30,0,14,29,1,12,30,D
amt_gaming_vqa_dataset/vNGNQoNZ1vQ_HalfLife2_4-26_480p_800k_hevc_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,0,12,31,0,13,30,2,11,30,D
amt_gaming_vqa_dataset/vgasCfia1LA_RollerCoasterTycoon3_1-12-12,Moderately Clear,No visible artifacts,Moderate level of immersion,21,21,1,22,18,3,19,21,3,E
amt_gaming_vqa_dataset/vgasCfia1LA_RollerCoasterTycoon3_1-12-12_1080p_10000k_h264_nvenc,Highly Clear,Minor Artifacts Present,High level of immersion,23,17,3,19,21,3,20,19,4,E
amt_gaming_vqa_dataset/vgasCfia1LA_RollerCoasterTycoon3_1-12-12_1080p_1500k_av1,Moderately Clear,No visible artifacts,Moderate level of immersion,20,21,3,21,18,5,20,20,4,E
amt_gaming_vqa_dataset/vgasCfia1LA_RollerCoasterTycoon3_1-12-12_1080p_2000k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,18,22,4,17,22,5,17,23,4,E
amt_gaming_vqa_dataset/vgasCfia1LA_RollerCoasterTycoon3_1-12-12_1080p_2300k_h264_nvenc,Highly Clear,Minor Artifacts Present,Moderate level of immersion,20,20,4,19,22,3,18,23,3,E
amt_gaming_vqa_dataset/vgasCfia1LA_RollerCoasterTycoon3_1-12-12_1080p_5000k_av1,Highly Clear,No visible artifacts,High level of immersion,23,18,3,23,18,3,23,18,3,E
amt_gaming_vqa_dataset/vgasCfia1LA_RollerCoasterTycoon3_1-12-12_1080p_500k_av1,Moderately Clear,No visible artifacts,Moderate level of immersion,15,21,8,19,15,10,15,18,11,E
amt_gaming_vqa_dataset/vgasCfia1LA_RollerCoasterTycoon3_1-12-12_1080p_5300k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,13,27,3,16,24,3,13,26,4,E
amt_gaming_vqa_dataset/vgasCfia1LA_RollerCoasterTycoon3_1-12-12_1080p_6000k_hevc_nvenc,Highly Clear,No visible artifacts,Moderate level of immersion,22,18,4,21,19,4,20,21,3,E
amt_gaming_vqa_dataset/vgasCfia1LA_RollerCoasterTycoon3_1-12-12_1080p_800k_hevc_nvenc,Minimally Clear,Minor Artifacts Present,Low level of immersion,8,17,18,7,20,16,7,18,18,E
amt_gaming_vqa_dataset/vlDA2vlXAz4_GuildWars_6-08,Minimally Clear,Severe Artifacts Present,Low level of immersion,0,2,35,0,6,31,0,7,30,G
amt_gaming_vqa_dataset/w2zj8Xc9qAc_TheSims3_7-22,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,11,17,2,11,15,4,13,16,1,H
amt_gaming_vqa_dataset/w2zj8Xc9qAc_TheSims3_7-22_480p_1000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,9,19,3,8,18,5,8,16,7,H
amt_gaming_vqa_dataset/w2zj8Xc9qAc_TheSims3_7-22_480p_1000k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,8,17,6,6,18,7,8,16,7,H
amt_gaming_vqa_dataset/w2zj8Xc9qAc_TheSims3_7-22_480p_800k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,8,19,4,6,21,4,6,22,3,H
amt_gaming_vqa_dataset/w9YXHg_3VXg_Terraria_2-07,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,15,19,1,15,17,3,15,16,4,D
amt_gaming_vqa_dataset/w9YXHg_3VXg_Terraria_2-07_720p_1000k_h264_nvenc,Moderately Clear,No visible artifacts,High level of immersion,14,15,6,14,11,10,15,12,8,D
amt_gaming_vqa_dataset/w9YXHg_3VXg_Terraria_2-07_720p_1300k_av1,Moderately Clear,No visible artifacts,Moderate level of immersion,15,17,3,16,14,5,14,17,4,D
amt_gaming_vqa_dataset/w9YXHg_3VXg_Terraria_2-07_720p_1500k_hevc_nvenc,Highly Clear,No visible artifacts,High level of immersion,18,16,1,20,10,5,19,13,3,D
amt_gaming_vqa_dataset/w9YXHg_3VXg_Terraria_2-07_720p_2500k_h264_nvenc,Highly Clear,No visible artifacts,High level of immersion,18,15,2,18,14,3,19,14,2,D
amt_gaming_vqa_dataset/w9YXHg_3VXg_Terraria_2-07_720p_3000k_av1,Moderately Clear,No visible artifacts,High level of immersion,15,16,4,17,15,3,17,14,4,D
amt_gaming_vqa_dataset/w9YXHg_3VXg_Terraria_2-07_720p_3500k_hevc_nvenc,Highly Clear,No visible artifacts,High level of immersion,17,16,1,18,15,1,18,14,2,D
amt_gaming_vqa_dataset/w9YXHg_3VXg_Terraria_2-07_720p_5000k_h264_nvenc,Moderately Clear,No visible artifacts,High level of immersion,15,18,2,18,14,3,17,16,2,D
amt_gaming_vqa_dataset/w9YXHg_3VXg_Terraria_2-07_720p_500k_av1,Highly Clear,No visible artifacts,High level of immersion,17,17,1,17,16,2,18,15,2,D
amt_gaming_vqa_dataset/w9YXHg_3VXg_Terraria_2-07_720p_600k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,13,20,2,13,18,4,13,19,3,D
amt_gaming_vqa_dataset/wWcI40WkOGk_Palworld_8-20,Highly Clear,No visible artifacts,High level of immersion,22,8,0,19,9,2,20,8,2,H
amt_gaming_vqa_dataset/wWcI40WkOGk_Palworld_8-20_1080p_10000k_h264_nvenc,Highly Clear,No visible artifacts,High level of immersion,18,10,2,15,12,3,19,10,1,H
amt_gaming_vqa_dataset/wWcI40WkOGk_Palworld_8-20_1080p_1500k_av1,Moderately Clear,Minor Artifacts Present,High level of immersion,14,15,2,12,15,4,15,14,2,H
amt_gaming_vqa_dataset/wWcI40WkOGk_Palworld_8-20_1080p_2000k_hevc_nvenc,Highly Clear,No visible artifacts,High level of immersion,17,10,3,13,13,4,16,12,2,H
amt_gaming_vqa_dataset/wWcI40WkOGk_Palworld_8-20_1080p_2300k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,10,15,6,6,17,8,8,17,6,H
amt_gaming_vqa_dataset/wWcI40WkOGk_Palworld_8-20_1080p_5000k_av1,Highly Clear,No visible artifacts,High level of immersion,24,5,1,20,8,2,20,9,1,H
amt_gaming_vqa_dataset/wWcI40WkOGk_Palworld_8-20_1080p_500k_av1,Minimally Clear,Minor Artifacts Present,Moderate level of immersion,4,12,15,0,17,14,4,15,12,H
amt_gaming_vqa_dataset/wWcI40WkOGk_Palworld_8-20_1080p_5300k_h264_nvenc,Highly Clear,No visible artifacts,High level of immersion,18,13,0,17,12,2,18,13,0,H
amt_gaming_vqa_dataset/wWcI40WkOGk_Palworld_8-20_1080p_6000k_hevc_nvenc,Highly Clear,No visible artifacts,High level of immersion,24,7,0,20,10,1,24,7,0,H
amt_gaming_vqa_dataset/wWcI40WkOGk_Palworld_8-20_1080p_800k_hevc_nvenc,Minimally Clear,Minor Artifacts Present,Moderate level of immersion,7,11,13,2,17,12,6,15,10,H
amt_gaming_vqa_dataset/wvKrS1h7Z6U_FallGuys_4-12,Highly Clear,No visible artifacts,High level of immersion,27,10,2,25,11,3,25,10,4,F
amt_gaming_vqa_dataset/wvKrS1h7Z6U_FallGuys_4-12_1080p_10000k_h264_nvenc,Highly Clear,No visible artifacts,High level of immersion,31,10,1,29,13,0,30,11,1,F
amt_gaming_vqa_dataset/wvKrS1h7Z6U_FallGuys_4-12_1080p_1500k_av1,Highly Clear,No visible artifacts,High level of immersion,34,8,1,31,10,2,31,10,2,F
amt_gaming_vqa_dataset/wvKrS1h7Z6U_FallGuys_4-12_1080p_2000k_hevc_nvenc,Highly Clear,No visible artifacts,High level of immersion,31,11,1,29,13,1,28,14,1,F
amt_gaming_vqa_dataset/wvKrS1h7Z6U_FallGuys_4-12_1080p_2300k_h264_nvenc,Highly Clear,No visible artifacts,High level of immersion,25,16,2,25,15,3,27,12,4,F
amt_gaming_vqa_dataset/wvKrS1h7Z6U_FallGuys_4-12_1080p_5000k_av1,Highly Clear,No visible artifacts,High level of immersion,32,11,0,28,14,1,33,9,1,F
amt_gaming_vqa_dataset/wvKrS1h7Z6U_FallGuys_4-12_1080p_500k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,15,23,5,13,26,4,17,22,4,F
amt_gaming_vqa_dataset/wvKrS1h7Z6U_FallGuys_4-12_1080p_5300k_h264_nvenc,Highly Clear,No visible artifacts,High level of immersion,26,14,2,31,11,0,26,15,1,F
amt_gaming_vqa_dataset/wvKrS1h7Z6U_FallGuys_4-12_1080p_6000k_hevc_nvenc,Highly Clear,No visible artifacts,High level of immersion,27,14,1,25,15,2,28,14,0,F
amt_gaming_vqa_dataset/wvKrS1h7Z6U_FallGuys_4-12_1080p_800k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,14,18,11,10,22,11,13,21,9,F
amt_gaming_vqa_dataset/xkUEEUBJVIQ_FIFA_0-00,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,7,19,11,6,20,11,4,18,15,F
amt_gaming_vqa_dataset/xkUEEUBJVIQ_FIFA_0-00_1080p_10000k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,8,19,11,10,19,9,8,19,11,F
amt_gaming_vqa_dataset/xkUEEUBJVIQ_FIFA_0-00_1080p_1500k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,8,22,7,8,23,6,10,19,8,F
amt_gaming_vqa_dataset/xkUEEUBJVIQ_FIFA_0-00_1080p_2000k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,9,18,9,11,15,10,10,17,9,F
amt_gaming_vqa_dataset/xkUEEUBJVIQ_FIFA_0-00_1080p_2300k_h264_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,13,22,3,13,22,3,11,24,F
amt_gaming_vqa_dataset/xkUEEUBJVIQ_FIFA_0-00_1080p_5000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,11,20,6,15,16,6,14,16,7,F
amt_gaming_vqa_dataset/xkUEEUBJVIQ_FIFA_0-00_1080p_500k_av1,Moderately Clear,Minor Artifacts Present,Low level of immersion,6,16,16,6,16,16,6,14,18,F
amt_gaming_vqa_dataset/xkUEEUBJVIQ_FIFA_0-00_1080p_5300k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,7,23,7,8,23,6,9,20,8,F
amt_gaming_vqa_dataset/xkUEEUBJVIQ_FIFA_0-00_1080p_6000k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,10,15,11,13,16,7,12,14,10,F
amt_gaming_vqa_dataset/xkUEEUBJVIQ_FIFA_0-00_1080p_800k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,5,19,12,2,19,15,2,20,14,F
amt_gaming_vqa_dataset/xy5eDPmTyw4_TheWitcher3_1-12-15,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,1,34,2,2,32,0,3,33,G
amt_gaming_vqa_dataset/y0IsRAR6W90_WorldofWarcraft_0-12,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,9,31,3,5,33,2,5,34,E
amt_gaming_vqa_dataset/y0IsRAR6W90_WorldofWarcraft_0-12_480p_1000k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,0,4,37,1,4,36,1,4,36,E
amt_gaming_vqa_dataset/y0IsRAR6W90_WorldofWarcraft_0-12_480p_1000k_h264_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,2,37,0,4,36,1,3,36,E
amt_gaming_vqa_dataset/y0IsRAR6W90_WorldofWarcraft_0-12_480p_800k_hevc_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,4,35,1,6,34,2,4,35,E
amt_gaming_vqa_dataset/y0vw8uGDQC4_WorldofWarcraft_1-55-05,Minimally Clear,Severe Artifacts Present,Low level of immersion,0,5,29,2,4,28,2,4,28,G
amt_gaming_vqa_dataset/y_4OaWY3t2N-M_Myst_8-25_480p_1000k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,4,14,17,3,12,20,6,11,18,G
amt_gaming_vqa_dataset/y_4OaWY3t2N-M_Myst_8-25_480p_1000k_h264_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,0,8,26,2,5,27,2,6,26,G
amt_gaming_vqa_dataset/y_4OaWY3t2N-M_Myst_8-25_480p_800k_hevc_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,13,21,0,9,26,1,11,23,G
amt_gaming_vqa_dataset/y_5ksFZIlktBY_Minecraft_1-23-40_480p_1000k_av1,Highly Clear,Minor Artifacts Present,Moderate level of immersion,15,15,9,15,16,8,14,16,9,J
amt_gaming_vqa_dataset/y_5ksFZIlktBY_Minecraft_1-23-40_480p_1000k_h264_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,9,28,0,9,29,1,9,28,J
amt_gaming_vqa_dataset/y_5ksFZIlktBY_Minecraft_1-23-40_480p_800k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Low level of immersion,3,18,18,4,18,17,4,17,18,J
amt_gaming_vqa_dataset/y_5ksFZIlktBY_Minecraft_34-57_480p_1000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,14,15,5,10,18,6,13,15,6,I
amt_gaming_vqa_dataset/y_5ksFZIlktBY_Minecraft_34-57_480p_1000k_h264_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,4,11,19,3,10,21,2,14,18,I
amt_gaming_vqa_dataset/y_5ksFZIlktBY_Minecraft_34-57_480p_800k_hevc_nvenc,Moderately Clear,Severe Artifacts Present,Moderate level of immersion,4,15,15,4,13,17,5,15,14,I
amt_gaming_vqa_dataset/y_5ksFZIlktBY_Minecraft_4-18_480p_1000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,14,20,7,12,23,6,14,19,8,E
amt_gaming_vqa_dataset/y_5ksFZIlktBY_Minecraft_4-18_480p_1000k_h264_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,16,24,0,13,28,1,14,26,E
amt_gaming_vqa_dataset/y_5ksFZIlktBY_Minecraft_4-18_480p_800k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,8,19,14,7,19,15,6,21,14,E
amt_gaming_vqa_dataset/y_5ksFZIlktBY_Minecraft_58-40_480p_1000k_av1,Highly Clear,Minor Artifacts Present,High level of immersion,18,14,6,15,20,3,18,15,5,F
amt_gaming_vqa_dataset/y_5ksFZIlktBY_Minecraft_58-40_480p_1000k_h264_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,0,9,28,2,5,30,0,10,27,F
amt_gaming_vqa_dataset/y_5ksFZIlktBY_Minecraft_58-40_480p_800k_hevc_nvenc,Highly Clear,Minor Artifacts Present,Moderate level of immersion,13,13,12,8,15,15,9,17,12,F
amt_gaming_vqa_dataset/y_5tz8uqo0dJA_Terraria_1-31-21_480p_1000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,12,21,7,11,25,4,11,20,9,L
amt_gaming_vqa_dataset/y_5tz8uqo0dJA_Terraria_1-31-21_480p_1000k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,13,22,5,15,23,2,14,21,5,L
amt_gaming_vqa_dataset/y_5tz8uqo0dJA_Terraria_1-31-21_480p_800k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,7,29,4,8,28,4,7,26,7,L
amt_gaming_vqa_dataset/y_5tz8uqo0dJA_Terraria_45-30_480p_1000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,11,25,8,14,25,5,11,26,7,E
amt_gaming_vqa_dataset/y_5tz8uqo0dJA_Terraria_45-30_480p_1000k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,11,23,10,11,26,7,9,25,10,E
amt_gaming_vqa_dataset/y_5tz8uqo0dJA_Terraria_45-30_480p_800k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,9,24,11,8,29,7,9,24,11,E
amt_gaming_vqa_dataset/y_5zWGVNQx3gw_Gardenscapes_1-04-07_480p_1000k_av1,Highly Clear,No visible artifacts,High level of immersion,18,16,0,18,16,0,18,15,1,I
amt_gaming_vqa_dataset/y_5zWGVNQx3gw_Gardenscapes_1-04-07_480p_1000k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,10,18,6,9,17,8,10,18,6,I
amt_gaming_vqa_dataset/y_5zWGVNQx3gw_Gardenscapes_1-04-07_480p_800k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,12,17,5,11,17,6,11,17,6,I
amt_gaming_vqa_dataset/y_5zWGVNQx3gw_Gardenscapes_12-07_480p_1000k_av1,Highly Clear,Minor Artifacts Present,Moderate level of immersion,15,14,0,13,16,0,13,15,1,D
